STT,YearStudy,TermID,DepartmentID,CurriculumID,ProfessorID,SLSV_lechden3ruoi,SLSV_lechtren3ruoiden5,SLSV_lechtren5,SLSV,phtram_lechden3ruoi,phtram_lechtren3ruoiden5,phtram_lechtren5,CanhBao
12,2015-2016,HK01,144,ELIN320444,1032,279,19,1,299,93.3,6.4,0.3,
13,2015-2016,HK01,144,ELMA240344,4710,35,1,0,36,97.2,2.8,0.0,
14,2015-2016,HK01,144,ELMA340344,269,45,48,42,135,33.3,35.6,31.1,Cảnh báo điểm QT cao nhiều so với điểm thi
15,2015-2016,HK01,144,ELMA340344,2205,105,48,16,169,62.1,28.4,9.5,
16,2015-2016,HK01,144,ELMA340344,2133,13,19,35,67,19.4,28.4,52.2,Cảnh báo điểm QT cao nhiều so với điểm thi
17,2015-2016,HK01,144,ELMA340344,2922,22,2,0,24,91.7,8.3,0.0,
18,2015-2016,HK01,144,ELMA340344,1024,24,0,0,24,100.0,0.0,0.0,
19,2015-2016,HK01,144,EMAP240944,6304,65,3,6,74,87.8,4.1,8.1,
20,2015-2016,HK01,144,EMCE321744,4710,48,1,2,51,94.1,2.0,3.9,
21,2015-2016,HK01,144,EMIN130244,37,30,7,4,41,73.2,17.1,9.8,
22,2015-2016,HK01,144,EMIN230244,9319,156,36,5,197,79.2,18.3,2.5,
23,2015-2016,HK01,144,EMIN230244,1208,33,1,0,34,97.1,2.9,0.0,
24,2015-2016,HK01,144,EMIN330244,9319,139,57,13,209,66.5,27.3,6.2,
25,2015-2016,HK01,144,EMIN330244,37,30,8,6,44,68.2,18.2,13.6,
26,2015-2016,HK01,144,EMIN330244,1207,27,1,0,28,96.4,3.6,0.0,
27,2015-2016,HK01,144,EMIN330244,1208,346,5,1,352,98.3,1.4,0.3,
28,2015-2016,HK01,144,SEMA321644,269,33,0,0,33,100.0,0.0,0.0,
29,2015-2016,HK01,144,SEMA321644,1024,10,0,0,10,100.0,0.0,0.0,
30,2015-2016,HK01,145,1245210,2110,41,0,0,41,100.0,0.0,0.0,
31,2015-2016,HK01,145,1245230,9119,34,0,0,34,100.0,0.0,0.0,
32,2015-2016,HK01,145,ELCD321545,1007,95,52,8,155,61.3,33.5,5.2,
33,2015-2016,HK01,145,ELDR330545,7036,88,30,8,126,69.8,23.8,6.3,
34,2015-2016,HK01,145,ELDR330545,1007,23,0,0,23,100.0,0.0,0.0,
35,2015-2016,HK01,145,ELPS330345,2091,254,15,0,269,94.4,5.6,0.0,
36,2015-2016,HK01,145,ELPS330345,1002,125,7,0,132,94.7,5.3,0.0,
37,2015-2016,HK01,145,ELPS330345,1178,47,2,0,49,95.9,4.1,0.0,
38,2015-2016,HK01,145,ELPS330345,2110,125,1,0,126,99.2,0.8,0.0,
39,2015-2016,HK01,145,ELSA320245,37,49,3,0,52,94.2,5.8,0.0,
40,2015-2016,HK01,145,ELSA320245,2110,57,1,0,58,98.3,1.7,0.0,
41,2015-2016,HK01,145,ELSA320245,1003,646,1,0,647,99.8,0.2,0.0,
42,2015-2016,HK01,145,ELSA320245,1002,136,0,0,136,100.0,0.0,0.0,
43,2015-2016,HK01,145,ELSA320245,1178,120,0,0,120,100.0,0.0,0.0,
44,2015-2016,HK01,145,IDMA322245,1007,101,6,0,107,94.4,5.6,0.0,
45,2015-2016,HK01,145,LTRI321345,7037,17,0,0,17,100.0,0.0,0.0,
46,2015-2016,HK01,145,PAEE321845,7037,73,12,2,87,83.9,13.8,2.3,
47,2015-2016,HK01,145,PJMA322345,1007,284,24,3,311,91.3,7.7,1.0,
48,2015-2016,HK01,145,POSY330445,9255,31,0,0,31,100.0,0.0,0.0,
49,2015-2016,HK01,145,PPTS421645,9255,53,1,0,54,98.1,1.9,0.0,
50,2015-2016,HK01,145,PSAS430845,9255,208,1,0,209,99.5,0.5,0.0,
51,2015-2016,HK01,145,RENE321745,7037,22,0,0,22,100.0,0.0,0.0,
52,2015-2016,HK01,145,RPAE320745,4690,215,11,2,228,94.3,4.8,0.9,
53,2015-2016,HK01,145,RPAE320745,4694,68,2,0,70,97.1,2.9,0.0,
54,2015-2016,HK01,145,RPAE320745,9255,72,0,0,72,100.0,0.0,0.0,
55,2015-2016,HK01,145,RPSA322145,2110,146,1,0,147,99.3,0.7,0.0,
56,2015-2016,HK01,145,SCDA420946,1011,34,5,1,40,85.0,12.5,2.5,
57,2015-2016,HK01,145,SCDA420946,9988,158,13,3,174,90.8,7.5,1.7,
58,2015-2016,HK01,145,SCDA420946,1188,35,0,0,35,100.0,0.0,0.0,
59,2015-2016,HK01,146,1146060,1179,81,2,0,83,97.6,2.4,0.0,
60,2015-2016,HK01,146,1246220,9988,43,1,0,44,97.7,2.3,0.0,
61,2015-2016,HK01,146,AACS320546,1006,31,0,0,31,100.0,0.0,0.0,
62,2015-2016,HK01,146,ACSY330346,1204,174,8,1,183,95.1,4.4,0.5,
63,2015-2016,HK01,146,ACSY330346,1006,31,0,0,31,100.0,0.0,0.0,
160,2014-2015,HK02,164,OPSY345264,9983,60,0,0,60,100.0,0.0,0.0,
161,2014-2015,HK02,164,PRIN337664,390,54,18,3,75,72.0,24.0,4.0,
162,2014-2015,HK02,164,PRIN337664,438,31,5,3,39,79.5,12.8,7.7,
163,2014-2015,HK02,164,PRIN337664,361,63,6,1,70,90.0,8.6,1.4,
164,2014-2015,HK02,164,PRLA345164,438,14,1,0,15,93.3,6.7,0.0,
165,2014-2015,HK02,164,PRLA345164,361,96,1,1,98,98.0,1.0,1.0,
166,2014-2015,HK02,164,SISY330164,9385,76,0,0,76,100.0,0.0,0.0,
64,2015-2016,HK01,146,CADA321646,608,40,0,0,40,100.0,0.0,0.0,
65,2015-2016,HK01,146,CADA321646,1179,24,0,0,24,100.0,0.0,0.0,
66,2015-2016,HK01,146,DPLC431046,9988,32,1,0,33,97.0,3.0,0.0,
67,2015-2016,HK01,146,DPLC431046,9290,60,0,0,60,100.0,0.0,0.0,
68,2015-2016,HK01,146,IMPR322046,2922,78,0,0,78,100.0,0.0,0.0,
69,2015-2016,HK01,146,INCO321546,608,16,1,0,17,94.1,5.9,0.0,
70,2015-2016,HK01,146,INCO321546,9202,16,0,0,16,100.0,0.0,0.0,
71,2015-2016,HK01,146,MASC220146,9202,98,4,0,102,96.1,3.9,0.0,
72,2015-2016,HK01,146,PLCN422946,1177,18,5,2,25,72.0,20.0,8.0,
73,2015-2016,HK01,146,PLCS330846,6002,43,13,2,58,74.1,22.4,3.4,
74,2015-2016,HK01,146,PLCS330846,560,151,27,7,185,81.6,14.6,3.8,
75,2015-2016,HK01,146,PLCS330846,287,158,16,1,175,90.3,9.1,0.6,
76,2015-2016,HK01,146,PLCS330846,9986,108,2,0,110,98.2,1.8,0.0,
77,2015-2016,HK01,146,PRCO322146,608,16,0,0,16,100.0,0.0,0.0,
78,2015-2016,HK01,146,ROBO320246,9202,19,0,0,19,100.0,0.0,0.0,
79,2015-2016,HK01,146,ROBO320246,46,100,0,0,100,100.0,0.0,0.0,
147,2014-2015,HK01,163,DIGI330163,9909,16,12,24,52,30.8,23.1,46.2,Cảnh báo điểm QT cao nhiều so với điểm thi
148,2014-2015,HK01,163,DIGI330163,9993,241,73,33,347,69.5,21.0,9.5,
149,2014-2015,HK01,163,DIGI330163,1177,103,6,3,112,92.0,5.4,2.7,
150,2014-2015,HK01,163,DSIC330563,1021,59,3,1,63,93.7,4.8,1.6,
151,2014-2015,HK01,163,MICR330363,1218,76,8,6,90,84.4,8.9,6.7,
152,2014-2015,HK01,163,MICR330363,9259,153,9,0,162,94.4,5.6,0.0,
153,2014-2015,HK01,163,MICR330363,1184,153,4,0,157,97.5,2.5,0.0,
154,2014-2015,HK01,164,1146100,1014,84,13,2,99,84.8,13.1,2.0,
155,2014-2015,HK01,164,1164091,206,63,0,0,63,100.0,0.0,0.0,
156,2014-2015,HK01,164,1164131,581,28,0,0,28,100.0,0.0,0.0,
157,2014-2015,HK01,164,1164270,4721,23,0,0,23,100.0,0.0,0.0,
158,2014-2015,HK01,164,1164290,2204,41,1,0,42,97.6,2.4,0.0,
159,2014-2015,HK01,164,1264031,1021,214,33,16,263,81.4,12.5,6.1,
160,2014-2015,HK01,164,1264072,4030,115,0,0,115,100.0,0.0,0.0,
161,2014-2015,HK01,164,1264111,2206,68,10,2,80,85.0,12.5,2.5,
162,2014-2015,HK01,164,1264121,2206,55,0,0,55,100.0,0.0,0.0,
163,2014-2015,HK01,164,1264131,4030,41,1,0,42,97.6,2.4,0.0,
164,2014-2015,HK01,164,1264140,2953,68,6,2,76,89.5,7.9,2.6,
165,2014-2015,HK01,164,1264150,2200,88,1,0,89,98.9,1.1,0.0,
166,2014-2015,HK01,164,1264150,438,130,0,0,130,100.0,0.0,0.0,
167,2014-2015,HK01,164,1264160,9164,17,0,0,17,100.0,0.0,0.0,
168,2014-2015,HK01,164,1264160,9254,89,0,0,89,100.0,0.0,0.0,
169,2014-2015,HK01,164,1264171,438,51,0,0,51,100.0,0.0,0.0,
170,2014-2015,HK01,164,1264171,2200,34,0,0,34,100.0,0.0,0.0,
171,2014-2015,HK01,164,1264200,9164,21,0,0,21,100.0,0.0,0.0,
172,2014-2015,HK01,164,1264201,9164,78,3,0,81,96.3,3.7,0.0,
173,2014-2015,HK01,164,1264201,9712,17,0,0,17,100.0,0.0,0.0,
80,2015-2016,HK01,162,1262020,2202,29,0,0,29,100.0,0.0,0.0,
81,2015-2016,HK01,162,BAEL340662,2103,37,24,4,65,56.9,36.9,6.2,Cảnh báo điểm QT cao nhiều so với điểm thi
82,2015-2016,HK01,162,BAEL340662,2203,38,27,20,85,44.7,31.8,23.5,Cảnh báo điểm QT cao nhiều so với điểm thi
83,2015-2016,HK01,162,BAEL340662,3978,42,28,23,93,45.2,30.1,24.7,Cảnh báo điểm QT cao nhiều so với điểm thi
84,2015-2016,HK01,162,BAEL340662,9260,122,54,9,185,65.9,29.2,4.9,
85,2015-2016,HK01,162,BAEL340662,1180,103,30,11,144,71.5,20.8,7.6,
86,2015-2016,HK01,162,BAEL340662,9401,75,21,6,102,73.5,20.6,5.9,
87,2015-2016,HK01,162,BAEL340662,9909,76,19,2,97,78.4,19.6,2.1,
88,2015-2016,HK01,162,BAEL340662,1045,64,3,0,67,95.5,4.5,0.0,
89,2015-2016,HK01,162,EEEN234062,46,138,16,1,155,89.0,10.3,0.6,
90,2015-2016,HK01,162,EEEN234062,1016,64,4,1,69,92.8,5.8,1.4,
91,2015-2016,HK01,162,EEEN234062,9401,26,1,0,27,96.3,3.7,0.0,
174,2014-2015,HK01,164,1264311,361,14,7,1,22,63.6,31.8,4.5,
175,2014-2015,HK01,164,1264336,2080,65,0,0,65,100.0,0.0,0.0,
176,2014-2015,HK01,164,1264340,4721,8,2,0,10,80.0,20.0,0.0,
177,2014-2015,HK01,164,1264340,390,82,7,0,89,92.1,7.9,0.0,
178,2014-2015,HK01,164,1264490,438,54,0,0,54,100.0,0.0,0.0,
179,2014-2015,HK01,164,1264500,2953,49,0,0,49,100.0,0.0,0.0,
180,2014-2015,HK01,164,1264510,390,33,0,0,33,100.0,0.0,0.0,
181,2014-2015,HK01,164,CSSI320564,390,85,41,12,138,61.6,29.7,8.7,
182,2014-2015,HK01,164,DACO430664,9254,118,25,11,154,76.6,16.2,7.1,
183,2014-2015,HK01,164,DACO430664,4016,81,8,0,89,91.0,9.0,0.0,
184,2014-2015,HK01,164,DACO430664,984,104,2,0,106,98.1,1.9,0.0,
185,2014-2015,HK01,164,DACO430664,2204,129,1,0,130,99.2,0.8,0.0,
186,2014-2015,HK01,164,DACO430764,1014,19,8,0,27,70.4,29.6,0.0,
187,2014-2015,HK01,164,DSPR431264,2206,84,11,0,95,88.4,11.6,0.0,
188,2014-2015,HK01,164,PRIN337664,581,15,1,0,16,93.8,6.3,0.0,
189,2014-2015,HK01,164,PRIN337664,438,78,1,0,79,98.7,1.3,0.0,
190,2014-2015,HK01,164,PRIN337664,361,307,1,0,308,99.7,0.3,0.0,
191,2014-2015,HK01,164,SISY330164,2206,105,2,0,107,98.1,1.9,0.0,
192,2014-2015,HK01,164,SISY330164,984,107,1,1,109,98.2,0.9,0.9,
193,2014-2015,HK01,164,SISY330164,9385,243,0,0,243,100.0,0.0,0.0,
194,2014-2015,HK01,164,TESY330464,4030,44,1,0,45,97.8,2.2,0.0,
195,2014-2015,HK01,164,TESY331064,4016,19,6,0,25,76.0,24.0,0.0,
196,2014-2015,HK01,220,1123090,9047,29,0,0,29,100.0,0.0,0.0,
197,2014-2015,HK01,220,CADM220320,9242,19,0,0,19,100.0,0.0,0.0,
198,2014-2015,HK01,220,CADM230320,9047,35,0,2,37,94.6,0.0,5.4,
199,2014-2015,HK01,220,CADM230320,214,105,0,0,105,100.0,0.0,0.0,
200,2014-2015,HK01,220,CADM230320,1124,26,0,0,26,100.0,0.0,0.0,
201,2014-2015,HK01,220,CADM230320,1122,28,0,0,28,100.0,0.0,0.0,
202,2014-2015,HK01,220,EDDG220120,9047,81,17,5,103,78.6,16.5,4.9,
203,2014-2015,HK01,223,1123010,2112,109,36,20,165,66.1,21.8,12.1,
204,2014-2015,HK01,223,1220060,1124,25,0,0,25,100.0,0.0,0.0,
205,2014-2015,HK01,223,1223020,2112,25,4,0,29,86.2,13.8,0.0,
206,2014-2015,HK01,223,EDDG230120,9047,157,8,1,166,94.6,4.8,0.6,
207,2014-2015,HK01,223,EDDG230120,1122,324,1,0,325,99.7,0.3,0.0,
208,2014-2015,HK01,223,EDDG230120,1123,625,1,0,626,99.8,0.2,0.0,
209,2014-2015,HK01,223,EDDG230120,1124,209,0,0,209,100.0,0.0,0.0,
210,2014-2015,HK01,223,TMMP230220,214,23,33,24,80,28.8,41.3,30.0,Cảnh báo điểm QT cao nhiều so với điểm thi
211,2014-2015,HK01,223,TMMP230220,2112,58,54,29,141,41.1,38.3,20.6,Cảnh báo điểm QT cao nhiều so với điểm thi
212,2014-2015,HK01,223,TMMP230220,2111,97,52,14,163,59.5,31.9,8.6,Cảnh báo điểm QT cao nhiều so với điểm thi
213,2014-2015,HK01,223,TMMP230220,9047,42,23,10,75,56.0,30.7,13.3,Cảnh báo điểm QT cao nhiều so với điểm thi
214,2014-2015,HK01,223,TMMP230220,4809,37,20,9,66,56.1,30.3,13.6,Cảnh báo điểm QT cao nhiều so với điểm thi
215,2014-2015,HK01,224,1124113,551,39,15,9,63,61.9,23.8,14.3,
216,2014-2015,HK01,224,1124113,2168,53,6,2,61,86.9,9.8,3.3,
217,2014-2015,HK01,224,1224020,67,140,0,0,140,100.0,0.0,0.0,
218,2014-2015,HK01,224,1224021,3925,61,0,0,61,100.0,0.0,0.0,
219,2014-2015,HK01,224,1224021,67,79,0,0,79,100.0,0.0,0.0,
220,2014-2015,HK01,224,1224050,9730,85,0,0,85,100.0,0.0,0.0,
221,2014-2015,HK01,224,1224050,2026,59,0,0,59,100.0,0.0,0.0,
222,2014-2015,HK01,224,1224051,9984,74,0,0,74,100.0,0.0,0.0,
223,2014-2015,HK01,224,1224071,3980,55,0,0,55,100.0,0.0,0.0,
224,2014-2015,HK01,224,1224101,186,96,25,6,127,75.6,19.7,4.7,
225,2014-2015,HK01,224,1224101,185,31,0,0,31,100.0,0.0,0.0,
226,2014-2015,HK01,224,1224103,186,14,2,0,16,87.5,12.5,0.0,
227,2014-2015,HK01,224,1224103,184,27,0,0,27,100.0,0.0,0.0,
228,2014-2015,HK01,224,1224103,185,43,0,0,43,100.0,0.0,0.0,
229,2014-2015,HK01,224,1224103,690,71,0,0,71,100.0,0.0,0.0,
230,2014-2015,HK01,224,1224240,2168,62,12,1,75,82.7,16.0,1.3,
231,2014-2015,HK01,224,1224240,253,34,2,0,36,94.4,5.6,0.0,
232,2014-2015,HK01,224,1224240,1042,61,0,0,61,100.0,0.0,0.0,
233,2014-2015,HK01,224,1224241,253,29,5,11,45,64.4,11.1,24.4,
234,2014-2015,HK01,224,1224241,690,35,3,0,38,92.1,7.9,0.0,
235,2014-2015,HK01,224,1225101,9984,37,8,4,49,75.5,16.3,8.2,
236,2014-2015,HK01,224,1225101,85,138,21,13,172,80.2,12.2,7.6,
237,2014-2015,HK01,224,1225101,253,82,6,7,95,86.3,6.3,7.4,
238,2014-2015,HK01,224,1225101,690,32,0,0,32,100.0,0.0,0.0,
239,2014-2015,HK01,224,1225101,2161,26,0,0,26,100.0,0.0,0.0,
240,2014-2015,HK01,224,1225102,85,136,8,5,149,91.3,5.4,3.4,
241,2014-2015,HK01,224,1225102,690,100,1,0,101,99.0,1.0,0.0,
242,2014-2015,HK01,224,1225102,184,13,0,0,13,100.0,0.0,0.0,
243,2014-2015,HK01,224,1225102,185,42,0,0,42,100.0,0.0,0.0,
244,2014-2015,HK01,224,1225104,186,38,3,1,42,90.5,7.1,2.4,
245,2014-2015,HK01,224,1225104,9984,48,3,0,51,94.1,5.9,0.0,
246,2014-2015,HK01,224,1225104,3980,58,0,0,58,100.0,0.0,0.0,
247,2014-2015,HK01,224,CACC320224,85,176,23,6,205,85.9,11.2,2.9,
248,2014-2015,HK01,224,ECCC310324,9888,49,6,0,55,89.1,10.9,0.0,
249,2014-2015,HK01,224,ECCC310324,9984,41,4,0,45,91.1,8.9,0.0,
250,2014-2015,HK01,224,ECCC310324,85,42,3,1,46,91.3,6.5,2.2,
251,2014-2015,HK01,224,ECCC310324,186,18,0,0,18,100.0,0.0,0.0,
252,2014-2015,HK01,224,ENME320124,3997,14,24,20,58,24.1,41.4,34.5,Cảnh báo điểm QT cao nhiều so với điểm thi
253,2014-2015,HK01,224,ENME320124,2168,41,18,2,61,67.2,29.5,3.3,
254,2014-2015,HK01,224,ENME320124,493,32,11,1,44,72.7,25.0,2.3,
255,2014-2015,HK01,224,ENME320124,253,50,8,2,60,83.3,13.3,3.3,
256,2014-2015,HK01,224,NUMC330424,9720,57,38,21,116,49.1,32.8,18.1,Cảnh báo điểm QT cao nhiều so với điểm thi
257,2014-2015,HK01,224,NUMC330424,1206,15,0,0,15,100.0,0.0,0.0,
258,2014-2015,HK01,225,1125040,689,80,13,7,100,80.0,13.0,7.0,
259,2014-2015,HK01,225,1125060,493,38,0,0,38,100.0,0.0,0.0,
260,2014-2015,HK01,225,1125090,9805,47,3,0,50,94.0,6.0,0.0,
261,2014-2015,HK01,225,1125090,352,24,0,0,24,100.0,0.0,0.0,
262,2014-2015,HK01,225,1125160,4123,80,10,0,90,88.9,11.1,0.0,
263,2014-2015,HK01,225,1224104,253,27,0,0,27,100.0,0.0,0.0,
264,2014-2015,HK01,225,1224104,9984,59,0,0,59,100.0,0.0,0.0,
265,2014-2015,HK01,225,1224104,186,29,0,0,29,100.0,0.0,0.0,
266,2014-2015,HK01,225,1224105,253,15,1,0,16,93.8,6.3,0.0,
267,2014-2015,HK01,225,1224105,9984,59,1,0,60,98.3,1.7,0.0,
268,2014-2015,HK01,225,1224105,9888,14,0,0,14,100.0,0.0,0.0,
269,2014-2015,HK01,225,1224105,3980,12,0,0,12,100.0,0.0,0.0,
270,2014-2015,HK01,225,1224105,186,12,0,0,12,100.0,0.0,0.0,
271,2014-2015,HK01,225,1225050,719,245,25,16,286,85.7,8.7,5.6,
272,2014-2015,HK01,225,1225050,2028,111,5,3,119,93.3,4.2,2.5,
273,2014-2015,HK01,225,1225090,1035,139,49,34,222,62.6,22.1,15.3,
274,2014-2015,HK01,225,1225090,1036,165,49,30,244,67.6,20.1,12.3,
275,2014-2015,HK01,225,1225090,4037,177,20,10,207,85.5,9.7,4.8,
276,2014-2015,HK01,225,1225110,600,155,13,2,170,91.2,7.6,1.2,
1065,2014-2015,HK01,2137,ENGL130137,4026,49,0,1,50,98.0,0.0,2.0,
1066,2014-2015,HK01,2137,ENGL130137,12,24,0,0,24,100.0,0.0,0.0,
1067,2014-2015,HK01,2137,ENGL130137,4003,47,0,0,47,100.0,0.0,0.0,
1068,2014-2015,HK01,2137,ENGL130137,202,93,0,0,93,100.0,0.0,0.0,
1069,2014-2015,HK01,2137,ENGL130137,222,26,0,0,26,100.0,0.0,0.0,
1070,2014-2015,HK01,2137,ENGL230237,529,38,2,0,40,95.0,5.0,0.0,
1071,2014-2015,HK01,2137,ENGL230237,6009,176,3,0,179,98.3,1.7,0.0,
1072,2014-2015,HK01,2137,ENGL330337,551,12,9,0,21,57.1,42.9,0.0,Cảnh báo điểm QT cao nhiều so với điểm thi
1073,2014-2015,HK01,2137,ENGL330337,578,24,19,5,48,50.0,39.6,10.4,Cảnh báo điểm QT cao nhiều so với điểm thi
1074,2014-2015,HK01,2137,ENGL330337,225,26,19,5,50,52.0,38.0,10.0,Cảnh báo điểm QT cao nhiều so với điểm thi
1075,2014-2015,HK01,2137,ENGL330337,4410,53,32,3,88,60.2,36.4,3.4,
1076,2014-2015,HK01,2137,ENGL330337,2955,38,33,22,93,40.9,35.5,23.7,Cảnh báo điểm QT cao nhiều so với điểm thi
1077,2014-2015,HK01,2137,ENGL330337,2957,26,17,6,49,53.1,34.7,12.2,Cảnh báo điểm QT cao nhiều so với điểm thi
1078,2014-2015,HK01,2137,ENGL330337,3907,80,31,3,114,70.2,27.2,2.6,
1079,2014-2015,HK01,2137,ENGL330337,503,71,24,0,95,74.7,25.3,0.0,
1080,2014-2015,HK01,2137,ENGL330337,546,22,8,2,32,68.8,25.0,6.3,
1081,2014-2015,HK01,2137,ENGL330337,217,23,8,2,33,69.7,24.2,6.1,
1082,2014-2015,HK01,2137,ENGL330337,579,52,17,2,71,73.2,23.9,2.8,
1083,2014-2015,HK01,2137,ENGL330337,9902,39,12,0,51,76.5,23.5,0.0,
1084,2014-2015,HK01,2137,ENGL330337,1275,93,28,0,121,76.9,23.1,0.0,
1085,2014-2015,HK01,2137,ENGL330337,4569,78,23,0,101,77.2,22.8,0.0,
1086,2014-2015,HK01,2137,ENGL330337,505,50,17,9,76,65.8,22.4,11.8,
1087,2014-2015,HK01,2137,ENGL330337,509,72,14,0,86,83.7,16.3,0.0,
1088,2014-2015,HK01,2137,ENGL330337,568,126,25,6,157,80.3,15.9,3.8,
1089,2014-2015,HK01,2137,ENGL330337,265,27,5,0,32,84.4,15.6,0.0,
1090,2014-2015,HK01,2137,ENGL330337,713,80,14,0,94,85.1,14.9,0.0,
1091,2014-2015,HK01,2137,ENGL330337,705,74,14,8,96,77.1,14.6,8.3,
1092,2014-2015,HK01,2137,ENGL330337,9176,79,12,0,91,86.8,13.2,0.0,
1093,2014-2015,HK01,2137,ENGL330337,4003,37,6,3,46,80.4,13.0,6.5,
1094,2014-2015,HK01,2137,ENGL330337,3997,174,25,4,203,85.7,12.3,2.0,
1095,2014-2015,HK01,2137,ENGL330337,12,27,2,0,29,93.1,6.9,0.0,
1096,2014-2015,HK01,2137,ENGL330337,9001,150,11,0,161,93.2,6.8,0.0,
1097,2014-2015,HK01,2137,ENGL330337,14,58,4,0,62,93.5,6.5,0.0,
1098,2014-2015,HK01,2137,ENGL330337,1285,63,4,1,68,92.6,5.9,1.5,
1099,2014-2015,HK01,2137,ENGL330337,548,174,10,0,184,94.6,5.4,0.0,
1100,2014-2015,HK01,2137,ENGL330337,31,83,4,0,87,95.4,4.6,0.0,
1101,2014-2015,HK01,2137,ENGL330337,189,65,2,0,67,97.0,3.0,0.0,
1102,2014-2015,HK01,2137,ENGL330337,6009,72,2,0,74,97.3,2.7,0.0,
